PERIODO_OFICIALIZACION,SUBREGIMEN,PAIS_ORIGEN_DESC,PAIS_PROCEDENCIA_DESC,MEDIO_TRANSPORTE_DESC,ADUANA_DESC,REGION_DESC,UNIDAD_DESC,CAPITULO,CAPITULO_DESC,PARTIDA,PARTIDA_DESC,CANTIDAD_UNIDAD,KILOS_NETOS,MONTO_FOB_DOLAR,CANAL
201706,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,1058,1058,49817,V
201701,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,6659,6659,61660,V
201704,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,1417,1417,55064,N
201701,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,40077,40077,402159,V
201706,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,17638,17638,172673,V
201701,IG03,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,2543,2543,88010,V
201705,IG03,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,7509,7509,271667,V
201706,IG04,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,1410,1410,79589,V
201704,IG05,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,5999,5999,187591,V
201705,IC05,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8483,ARBOLES_DE_TRANSMISION__INCLUIDOS_LOS_DE,41,723,72849,V
201706,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,230,11350,484575,V
201705,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,2,86901,1576594,V
201706,IC04,MEXICO,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,177,1574,105230,N
201705,IC04,REP__FED_DE_ALEMANIA,BELGICA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,3,626,46735,R
201703,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,3905,18529,63732,R
201702,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8483,ARBOLES_DE_TRANSMISION__INCLUIDOS_LOS_DE,12,12224,133390,R
201704,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,5074,16728,128802,R
201701,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,3411,108713,218132,R
201706,IC04,FRANCIA,FRANCIA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,1,22006,140324,V
201706,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,1725,3581,67956,V
201703,IG03,TAILANDIA,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,19861,5387,205347,R
201701,IG03,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,9947,1674,57924,V
201705,IG05,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,8459,1268,48368,V
201702,IC04,ESPANA,ESPANA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,1,16900,227931,V
201705,IG04,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,15986,15986,173726,V
201706,IG05,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,7294,7294,283003,V
201702,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,469,39375,82660,R
201705,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,12802,12802,43539,N
201705,IG05,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,3537,3537,131872,V
201704,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,2572,82887,167246,V
201703,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,24345,24345,144870,V
201703,IC03,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,1,63944,874842,V
201706,IG04,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,47,47,62344,N
201701,IG04,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,7359,7359,59186,V
201705,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,1404,1965,115104,V
201705,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,1499,1499,64636,V
201701,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,2749,4614,96028,V
201703,IG04,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,696,696,40257,V
201704,IG05,TAILANDIA,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,6373,1753,55110,R
201702,IG05,TAILANDIA,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,12619,3568,128687,R
201703,IC04,REINO_UNIDO,BELGICA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,1,6710,139376,R
201704,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,31062,31062,182179,N
201706,IG03,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,9850,1409,54978,V
201702,IC05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,4,4080,71761,R
201704,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,33722,33722,345718,V
201704,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,1000,8240,98840,R
201704,IG04,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,11416,11416,101630,V
201703,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,28785,28785,294366,V
201701,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,5838,1153,62390,N
201706,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,29258,29258,300427,V
201703,IG04,BRASIL,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8714,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_DE_LA,3629,3629,88885,N
201705,IG04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,2133,2133,40476,V
201703,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,3019,111903,220849,V
201704,IG03,TAILANDIA,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,9886,2853,100867,R
201705,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8501,MOTORES_Y_GENERADORES__ELECTRICOS__EXCEP,7,23112,78605,V
201705,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,28,94023,319772,N
201702,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,33478,33478,328407,V
201702,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,5645,1039,56615,N
201703,IG04,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,13912,13912,146991,V
201703,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,11055,2502,183882,N
201706,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,3946,882,56719,R
201701,IG05,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,12317,2054,66151,V
201702,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,16678,16678,172892,V
201706,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,1470,1028,63319,V
201705,IC05,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8501,MOTORES_Y_GENERADORES__ELECTRICOS__EXCEP,1,978,89366,V
201705,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,32117,32117,350279,V
201705,IG05,TAILANDIA,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,6360,1906,73774,R
201706,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,66,714,51349,R
201705,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,250,37813,658402,V
201701,IG04,TAILANDIA,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,1714,1714,47317,V
201705,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,24940,24940,290588,V
201703,IG03,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,37964,5986,230857,V
201701,IC05,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,6,278,236732,V
201702,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,1609,2957,59882,V
201703,IG04,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,1031,2282,40002,V
201701,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,8,61185,1225470,V
201702,IG04,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,11826,11826,120409,V
201702,IG05,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,11135,2129,195895,N
201701,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,4,511941,11322626,V
201705,IG04,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,13500,1386,70158,V
201703,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,4058,4058,124002,V
201705,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,2401,114897,214979,V
201705,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,6000,916,44381,N
201706,IG04,BRASIL,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,7180,7180,209548,V
201706,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,3717,129986,259898,V
201704,IG03,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,7849,7849,274326,V
201703,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,29187,29187,315249,V
201705,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,20,77988,265261,N
201703,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,661,661,51120,N
201705,IG04,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8714,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_DE_LA,1163,1163,60844,N
201703,IG03,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,5863,1842,72638,V
201703,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,47061,47061,215249,N
