PERIODO_OFICIALIZACION,SUBREGIMEN,PAIS_ORIGEN_DESC,PAIS_PROCEDENCIA_DESC,MEDIO_TRANSPORTE_DESC,ADUANA_DESC,REGION_DESC,UNIDAD_DESC,CAPITULO,CAPITULO_DESC,PARTIDA,PARTIDA_DESC,CANTIDAD_UNIDAD,KILOS_NETOS,MONTO_FOB_DOLAR,CANAL
201701,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,716,716,40177,V
201705,IC04,CHINA,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,3253,3253,48900,N
201701,IC05,REP__FED_DE_ALEMANIA,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,19,19,45549,R
201703,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,300,300,98125,R
201706,IG04,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8714,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_DE_LA,2991,2991,45904,N
201704,IG04,BRASIL,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,6824,6824,169609,V
201702,IG04,BRASIL,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,6923,6923,127812,V
201701,IC04,ITALIA,ITALIA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,1777,1777,50560,V
201702,IG04,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,2798,2798,137151,V
201705,IG05,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,459,459,42655,N
201701,IG05,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,2496,2496,80592,V
201702,IC04,REP__FED_DE_ALEMANIA,REP__FED_DE_ALEMANIA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,1797,1797,55883,V
201703,IC04,REP__FED_DE_ALEMANIA,REP__FED_DE_ALEMANIA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,2254,2254,65329,V
201701,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,1,31072,422853,V
201701,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,10,2621,1754352,N
201701,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,1,19051,744286,V
201704,IC04,CHINA,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,400,1226,155276,V
201703,IC04,CHINA,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,252,546,75191,V
201706,IC04,REP__FED_DE_ALEMANIA,BELGICA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,1,10185,178339,R
201701,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,1618,1328,74298,V
201704,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,1366,1146,60532,V
201702,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,1292,1191,64188,V
201704,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,6,310014,5529110,R
201703,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,577,6334,71854,R
201703,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8501,MOTORES_Y_GENERADORES__ELECTRICOS__EXCEP,700,14504,83720,V
201702,IG05,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,1418,988,59091,V
201704,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,1503,2812,55771,V
201705,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,2186,4269,81998,V
201706,IG03,TAILANDIA,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,5986,1772,69148,R
201702,IG05,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,28624,4912,164257,V
201704,IC04,MEXICO,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,214,214,45107,N
201705,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,2296,2296,63656,V
201703,IG03,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,13524,13524,514985,V
201701,IG04,ESTADOS_UNIDOS,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,900,900,51151,V
201705,IG04,BRASIL,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,6609,6609,115119,V
201703,IC04,MEXICO,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,126,144,87239,N
201706,IC04,MEXICO,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,2424,2424,502454,N
201701,IG04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,58,3416,109541,V
201704,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,8572,8572,97705,V
201702,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,7098,18040,145965,N
201706,IG05,TAILANDIA,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,9759,2979,119370,R
201706,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,16209,16209,85748,N
201705,IC05,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,1,52530,545478,R
201702,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,1030,1030,48192,V
201701,IC03,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,1,63944,885993,V
201703,IC04,BRASIL,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,4,535019,4686439,V
201704,IC04,MEXICO,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,1338,1338,469931,N
201704,IC04,ITALIA,ITALIA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,6,26481,589308,V
201706,IG04,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,20223,20223,206311,V
201705,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,2270,2270,94526,N
201705,IC04,CHINA,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,1619,1619,59240,N
201705,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,1655,1655,59049,N
201701,IG04,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8714,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_DE_LA,3425,3425,46970,V
201702,IG04,BRASIL,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,5212,5212,131390,V
201701,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,7801,7801,93515,V
201701,IG04,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,1019,1019,76476,N
201705,IG04,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,2260,2260,116810,V
201706,IG03,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,3362,3362,131192,V
201704,IG04,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,839,839,48607,V
201702,IG05,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,7821,7821,269053,V
201705,IC04,REP__FED_DE_ALEMANIA,REP__FED_DE_ALEMANIA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,2089,2089,54862,V
201704,IC04,REINO_UNIDO,BELGICA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,1,6100,116678,R
201702,IC04,REINO_UNIDO,BELGICA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,1,1500,143072,R
201704,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,9941,1547,108125,N
201703,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,3100,3068,223665,V
201701,IC04,BRASIL,CHILE,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,1,500,699071,N
201704,IG04,BRASIL,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,811,1595,90685,V
201703,IG05,BRASIL,BRASIL,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,2821,6020,134743,V
201701,IG05,TAILANDIA,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,5264,1766,56928,R
201704,IG05,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,13770,2842,90897,V
201706,IG05,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,13994,2267,89858,V
201705,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,31048,31048,203957,N
201704,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,4909,4909,105761,V
201705,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,767,767,52630,N
201702,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,7900,7900,52140,V
201703,IG04,BRASIL,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,5305,5305,137514,V
201701,IG04,BRASIL,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,7194,7194,178441,V
201705,IG04,BRASIL,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,6108,6108,175157,V
201705,IG04,MEXICO,BRASIL,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,1455,1455,41409,V
201704,IG04,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,2464,2464,97010,V
201703,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,50,1450,115408,V
201704,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,1,9795,202980,V
201701,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,6,11438,939598,V
201704,IG03,TAILANDIA,TAILANDIA,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8512,APARATOS_ELECTRICOS_DE_ALUMBRADO_O_SEï¿½AL,636,746,52208,V
201702,IC04,CHINA,CHINA,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,1699,69839,137762,V
201705,IG03,TAILANDIA,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,9985,3089,111855,R
201701,IG03,TAILANDIA,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,5483,1877,64947,R
201705,IG03,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,18287,2982,107814,V
201704,IG03,JAPON,JAPON,CAMION,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,18595,3188,110271,V
201705,IC04,MEXICO,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,5108,5108,197038,N
201704,IC04,MEXICO,ESTADOS_UNIDOS,ACUATICO,CAMPANA,SUB__GRAL__DE_OP__ADUNERAS_MET,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,13597,13597,1353466,N
